"Transaction Date","Transaction Time","Post Date","Account Number","Card Number","Trans ID",Units,"Unit of Measure","Unit Cost","Total Fuel Cost","Total Non-Fuel Cost","Gross Cost","Net Cost","Reported Tax",Product,"Product Description","Merchant (Brand)","Merchant Name","Merchant Address","Merchant City","Merchant State / Province","Merchant Postal Code",VIN,"Tank Capacity","Driver Last Name",Hub,"Outside of Home States","Outside of Service Area",Weekend,Holiday,"Irregular Hours","Purchase > $100","Not Unleaded Regular"
2024-07-19,15:28:00,2024-07-23,REDACTED,NY23,29474869870,27.926,GA,4.298,120.05,0,120.05,120.05,-19.05,UNL,"Unleaded Regular",REDACTED,REDACTED,"680 E Main St","Mount Kisco",NY,10549,NY23,NULL,NY23,NY,0,0,0,0,0,1,0
2024-07-31,08:59:00,2024-08-02,REDACTED,NY23,29619047540,34.715,GA,4.299,149.24,0,149.24,149.24,-23.7,UNL,"Unleaded Regular",REDACTED,REDACTED,"680 E Main St","Mount Kisco",NY,10549,NY23,NULL,NY23,NY,0,0,0,0,0,1,0
2024-08-05,09:19:00,2024-08-07,REDACTED,NY23,29685753330,23.96,GA,4.298,103,0,103,103,-16.36,UNL,"Unleaded Regular",REDACTED,REDACTED,"540 E Main St","Mount Kisco",NY,10549,NY23,NULL,NY23,NY,0,0,0,0,0,1,0
2024-06-13,14:43:00,2024-06-17,REDACTED,NY24,29034104810,14.904,GA,3.958,59,0,59,59,-9.97,UNL,"Unleaded Regular",REDACTED,REDACTED,"1863 Route 6",Carmel,NY,10512-2316,NY24,NULL,NY24,NY,0,0,0,0,0,0,0
2024-06-24,13:49:00,2024-06-26,REDACTED,NY24,29164041570,13.085,GA,3.958,51.8,0,51.8,51.8,-8.76,UNL,"Unleaded Regular",REDACTED,REDACTED,"1863 Route 6",Carmel,NY,10512-2316,NY24,NULL,NY24,NY,0,0,0,0,0,0,0
2024-07-03,14:27:00,2024-07-05,REDACTED,NY24,29283355670,14.774,GA,4.199,62.04,0,62.04,62.04,-10.02,UNL,"Unleaded Regular",REDACTED,REDACTED,"2 Fields Ln","North Salem",NY,10560-1000,NY24,NULL,NY24,NY,0,0,0,0,0,0,0
2024-07-17,15:48:00,2024-07-19,REDACTED,NY24,29455566130,19.991,GA,3.579,71.55,0,71.55,71.55,-13.09,UNL,"Unleaded Regular",REDACTED,REDACTED,"563 Route 312",Brewster,NY,10509-3718,NY24,NULL,NY24,NY,0,0,0,0,0,0,0
2024-07-26,14:26:00,2024-07-30,REDACTED,NY24,29563229460,11.253,GA,4.198,47.25,0,47.25,47.25,-7.63,UNL,"Unleaded Regular",REDACTED,REDACTED,"2 Fields Ln","North Salem",NY,10560-1000,NY24,NULL,NY24,NY,0,0,0,0,0,0,0
2024-08-10,14:22:00,2024-08-13,REDACTED,NY24,29752114660,17.186,GA,3.959,68.04,0,68.04,68.04,-11.5,UNL,"Unleaded Regular",REDACTED,REDACTED,"1863 Route 6",Carmel,NY,10512-2316,NY24,NULL,NY24,NY,0,0,1,0,0,0,0
2024-06-06,13:24:52,2024-06-10,REDACTED,CT27,28959179710,23.149,GA,3.458,80.07,0,80.07,80.07,-10.03,UNL,"Unleaded Regular",REDACTED,REDACTED,"67 Church Hill Rd","Sandy Hook",CT,06482-1162,CT27,NULL,CT27,CT,0,0,0,0,0,0,0
2024-06-17,11:44:16,2024-06-19,REDACTED,CT27,29075553060,21.898,GA,3.379,73.99,0,73.99,73.99,-9.48,UNL,"Unleaded Regular",REDACTED,REDACTED,"1359 Thomaston Ave",Waterbury,CT,06704-1714,CT27,NULL,CT27,CT,0,0,0,0,0,0,0
2024-06-27,12:03:00,2024-07-01,REDACTED,CT27,29220257020,22.967,GA,3.458,79.44,0,79.44,79.44,-9.94,UNL,"Unleaded Regular",REDACTED,REDACTED,"30 Federal Rd",Brookfield,CT,06804-2510,CT27,NULL,CT27,CT,0,0,0,0,0,0,0
2024-07-04,11:36:41,2024-07-08,REDACTED,CT27,29302069730,23.097,GA,3.899,90.06,0,90.06,90.06,-10,UN+,"Unleaded Plus",REDACTED,REDACTED,"407 Watertown Ave",Waterbury,CT,06708-2204,CT27,NULL,CT27,CT,0,0,0,1,0,0,1
2024-07-17,12:46:00,2024-07-19,REDACTED,CT27,29453159520,23.05,GA,3.459,79.73,0,79.73,79.73,-9.98,UNL,"Unleaded Regular",REDACTED,REDACTED,"26 Hawleyville Rd",Newtown,CT,06470-1246,CT27,NULL,CT27,CT,0,0,0,0,0,0,0
2024-08-02,12:09:00,2024-08-06,REDACTED,CT27,29660221900,22.806,GA,3.599,82.08,0,82.08,82.08,-9.87,UNL,"Unleaded Regular",REDACTED,REDACTED,"3 E Industrial Rd",Branford,CT,6405,CT27,NULL,CT27,CT,0,0,0,0,0,0,0
2024-08-15,20:02:24,2024-08-19,REDACTED,CT27,29823804410,21.22,GA,3.298,70,0,70,70,-9.19,UNL,"Unleaded Regular",REDACTED,REDACTED,"67 Church Hill Rd","Sandy Hook",CT,06482-1162,CT27,NULL,CT27,CT,0,0,0,0,1,0,0
2024-07-29,11:03:00,2024-07-31,REDACTED,NY25,29598997610,19.243,GA,3.399,65.41,0,65.41,65.41,-12.46,UNL,"Unleaded Regular",REDACTED,REDACTED,"1565 Route 22",Brewster,NY,10509,NY25,NULL,NY25,NY,0,0,0,0,0,0,0
2024-08-10,14:44:00,2024-08-13,REDACTED,NY25,29756023270,16.027,GA,4.098,65.69,0,65.69,65.69,-10.8,UNL,"Unleaded Regular",REDACTED,REDACTED,"791 Bedford Rd","Bedford Hills",NY,10507,NY25,NULL,NY25,NY,0,0,1,0,0,0,0
2024-06-06,09:53:00,2024-06-10,REDACTED,NY26,28945005200,24.85,GA,4.358,108.32,0,108.32,108.32,-17.02,UNL,"Unleaded Regular",REDACTED,REDACTED,"1156 Route 35","South Salem",NY,10590-1105,NY26,NULL,NY26,NY,0,0,0,0,0,1,0
2024-06-07,14:34:00,2024-06-11,REDACTED,NY26,28960547640,15.375,GA,4.359,67.02,0,67.02,67.02,-10.53,UNL,"Unleaded Regular",REDACTED,REDACTED,"1156 Route 35","South Salem",NY,10590-1105,NY26,NULL,NY26,NY,0,0,0,0,0,0,0
2024-06-12,10:58:00,2024-06-14,REDACTED,NY26,29017519580,32.519,GA,4.358,141.75,0,141.75,141.75,-22.26,UNL,"Unleaded Regular",REDACTED,REDACTED,"1156 Route 35","South Salem",NY,10590-1105,NY26,NULL,NY26,NY,0,0,0,0,0,1,0
2024-06-14,09:58:00,2024-06-18,REDACTED,NY26,29049029010,27.23,GA,4.359,118.7,0,118.7,118.7,-18.64,UNL,"Unleaded Regular",REDACTED,REDACTED,"1156 Route 35","South Salem",NY,10590-1105,NY26,NULL,NY26,NY,0,0,0,0,0,1,0
2024-06-18,09:54:00,2024-06-20,REDACTED,NY26,29090734680,28.965,GA,4.359,126.26,0,126.26,126.26,-19.84,UNL,"Unleaded Regular",REDACTED,REDACTED,"1156 Route 35","South Salem",NY,10590-1105,NY26,NULL,NY26,NY,0,0,0,0,0,1,0
2024-06-20,14:24:00,2024-06-24,REDACTED,NY26,29121465780,25.947,GA,4.358,113.1,0,113.1,113.1,-17.77,UNL,"Unleaded Regular",REDACTED,REDACTED,"1156 Route 35","South Salem",NY,10590-1105,NY26,NULL,NY26,NY,0,0,0,0,0,1,0
2024-06-24,14:31:00,2024-06-26,REDACTED,NY26,29163431980,4.982,GA,4.359,21.72,0,21.72,21.72,-3.41,UNL,"Unleaded Regular",REDACTED,REDACTED,"1156 Route 35","South Salem",NY,10590-1105,NY26,NULL,NY26,NY,0,0,0,0,0,0,0
2024-06-24,14:37:00,2024-06-26,REDACTED,NY26,29163431990,19.501,GA,4.358,85,0,85,85,-13.35,UNL,"Unleaded Regular",REDACTED,REDACTED,"1156 Route 35","South Salem",NY,10590-1105,NY26,NULL,NY26,NY,0,0,0,0,0,0,0
2024-06-27,10:50:00,2024-07-01,REDACTED,NY26,29211621110,22.92,GA,3.479,79.75,0,79.75,79.75,-14.91,UNL,"Unleaded Regular",REDACTED,REDACTED,"1450 Route 22",Brewster,NY,10509-4332,NY26,NULL,NY26,NY,0,0,0,0,0,0,0
2024-06-28,15:06:00,2024-07-02,REDACTED,NY26,29235868610,17.625,GA,4.199,74.01,0,74.01,74.01,-11.96,UNL,"Unleaded Regular",REDACTED,REDACTED,"540 E Main St","Mount Kisco",NY,10549,NY26,NULL,NY26,NY,0,0,0,0,0,0,0
2024-07-03,10:06:00,2024-07-05,REDACTED,NY26,29282396090,32.582,GA,4.458,145.28,0,145.28,145.28,-22.44,UNL,"Unleaded Regular",REDACTED,REDACTED,"1156 Route 35","South Salem",NY,10590-1105,NY26,NULL,NY26,NY,0,0,0,0,0,1,0
2024-07-09,15:45:00,2024-07-11,REDACTED,NY26,29337940410,28.951,GA,4.898,141.83,0,141.83,141.83,-20.44,UN+,"Unleaded Plus",REDACTED,REDACTED,"680 E Main St","Mount Kisco",NY,10549,NY26,NULL,NY26,NY,0,0,0,0,0,1,1
2024-07-12,08:14:00,2024-07-16,REDACTED,NY26,29385360740,22.651,GA,4.458,101,0,101,101,-15.6,UNL,"Unleaded Regular",REDACTED,REDACTED,"1156 Route 35","South Salem",NY,10590-1105,NY26,NULL,NY26,NY,0,0,0,0,0,1,0
2024-07-16,08:29:00,2024-07-18,REDACTED,NY26,29426953900,28.862,GA,4.459,128.7,0,128.7,128.7,-19.87,UNL,"Unleaded Regular",REDACTED,REDACTED,"1156 Route 35","South Salem",NY,10590-1105,NY26,NULL,NY26,NY,0,0,0,0,0,1,0
2024-07-17,14:24:00,2024-07-19,REDACTED,NY26,29442920970,23.097,GA,4.459,102.99,0,102.99,102.99,-15.91,UNL,"Unleaded Regular",REDACTED,REDACTED,"1156 Route 35","South Salem",NY,10590-1105,NY26,NULL,NY26,NY,0,0,0,0,0,1,0
2024-07-19,15:46:00,2024-07-23,REDACTED,NY26,29474846380,30.53,GA,4.458,136.13,0,136.13,136.13,-21.02,UNL,"Unleaded Regular",REDACTED,REDACTED,"1156 Route 35","South Salem",NY,10590-1105,NY26,NULL,NY26,NY,0,0,0,0,0,1,0
2024-07-24,15:26:00,2024-07-26,REDACTED,NY26,29530413810,12.096,GA,4.298,52,0,52,52,-8.25,UNL,"Unleaded Regular",REDACTED,REDACTED,"680 E Main St","Mount Kisco",NY,10549,NY26,NULL,NY26,NY,0,0,0,0,0,0,0
2024-07-25,14:55:00,2024-07-29,REDACTED,NY26,29545508790,13.455,GA,4.459,60,0,60,60,-9.27,UNL,"Unleaded Regular",REDACTED,REDACTED,"1156 Route 35","South Salem",NY,10590-1105,NY26,NULL,NY26,NY,0,0,0,0,0,0,0
2024-07-26,12:54:00,2024-07-30,REDACTED,NY26,29562491260,27.792,GA,4.458,123.92,0,123.92,123.92,-19.14,UNL,"Unleaded Regular",REDACTED,REDACTED,"1156 Route 35","South Salem",NY,10590-1105,NY26,NULL,NY26,NY,0,0,0,0,0,1,0
2024-07-31,08:49:00,2024-08-02,REDACTED,NY26,29619027400,26.158,GA,4.459,116.64,0,116.64,116.64,-18.02,UNL,"Unleaded Regular",REDACTED,REDACTED,"1156 Route 35","South Salem",NY,10590-1105,NY26,NULL,NY26,NY,0,0,0,0,0,1,0
2024-08-02,11:58:00,2024-08-06,REDACTED,NY26,29649257870,26.375,GA,4.459,117.61,0,117.61,117.61,-18.16,UNL,"Unleaded Regular",REDACTED,REDACTED,"1156 Route 35","South Salem",NY,10590-1105,NY26,NULL,NY26,NY,0,0,0,0,0,1,0
2024-08-06,14:51:00,2024-08-08,REDACTED,NY26,29691317040,14.577,GA,4.459,65,0,65,65,-10.05,UNL,"Unleaded Regular",REDACTED,REDACTED,"1156 Route 35","South Salem",NY,10590-1105,NY26,NULL,NY26,NY,0,0,0,0,0,0,0
2024-08-08,08:21:00,2024-08-12,REDACTED,NY26,29722789930,22.426,GA,4.459,100,0,100,100,-15.43,UNL,"Unleaded Regular",REDACTED,REDACTED,"1156 Route 35","South Salem",NY,10590-1105,NY26,NULL,NY26,NY,0,0,0,0,0,0,0
2024-08-12,11:18:00,2024-08-14,REDACTED,NY26,29764416400,22.941,GA,4.359,100,0,100,100,-15.72,UNL,"Unleaded Regular",REDACTED,REDACTED,"1156 Route 35","South Salem",NY,10590-1105,NY26,NULL,NY26,NY,0,0,0,0,0,0,0
2024-08-13,16:21:00,2024-08-15,REDACTED,NY26,29778773490,22.941,GA,4.359,100,0,100,100,-15.72,UNL,"Unleaded Regular",REDACTED,REDACTED,"1156 Route 35","South Salem",NY,10590-1105,NY26,NULL,NY26,NY,0,0,0,0,0,0,0
2024-06-06,09:06:00,2024-06-10,REDACTED,CT28,28950261500,13.38,GA,3.479,46.57,0,46.57,46.57,-5.8,UNL,"Unleaded Regular",REDACTED,REDACTED,"57 Middle St",Bristol,CT,06010-5202,CT28,NULL,CT28,CT,0,0,0,0,0,0,0
2024-06-11,08:37:51,2024-06-13,REDACTED,CT28,29003376670,9.704,GA,3.369,32.69,0,32.69,32.69,-4.21,UNL,"Unleaded Regular",REDACTED,REDACTED,"1978 West St",Southington,CT,06489-1030,CT28,NULL,CT28,CT,0,0,0,0,0,0,0
2024-06-14,09:29:00,2024-06-18,REDACTED,CT28,29057640480,13.56,GA,3.799,51.53,0,51.53,51.53,-5.87,UNL,"Unleaded Regular",REDACTED,REDACTED,"11 Marion Ave",Plantsville,CT,6479,CT28,NULL,CT28,CT,0,0,0,0,0,0,0
2024-06-20,08:26:24,2024-06-24,REDACTED,CT28,29130312800,12.452,GA,3.319,41.33,0,41.33,41.33,-5.39,UNL,"Unleaded Regular",REDACTED,REDACTED,"1978 West St",Southington,CT,06489-1030,CT28,NULL,CT28,CT,0,0,0,0,0,0,0
2024-06-25,08:33:39,2024-06-26,REDACTED,CT28,29176665990,12.317,GA,3.288,40.51,0,40.51,40.51,-5.33,UNL,"Unleaded Regular",REDACTED,REDACTED,"527 Middle St",Bristol,CT,6010,CT28,NULL,CT28,CT,0,0,0,0,0,0,0
2024-06-28,09:57:00,2024-07-02,REDACTED,CT28,29236918180,11.842,GA,3.599,42.62,0,42.62,42.62,-5.13,UNL,"Unleaded Regular",REDACTED,REDACTED,"105 West St",Bristol,CT,6010,CT28,NULL,CT28,CT,0,0,0,0,0,0,0
2024-07-03,12:33:00,2024-07-05,REDACTED,CT28,29283793840,11.087,GA,3.439,38.13,0,38.13,38.13,-4.8,UNL,"Unleaded Regular",REDACTED,REDACTED,"662 West St",Southington,CT,06489-2358,CT28,NULL,CT28,CT,0,0,0,0,0,0,0
2024-07-08,11:23:02,2024-07-09,REDACTED,CT28,29322200700,11.962,GA,3.399,40.66,0,40.66,40.66,-5.18,UNL,"Unleaded Regular",REDACTED,REDACTED,"527 Middle St",Bristol,CT,6010,CT28,NULL,CT28,CT,0,0,0,0,0,0,0
2024-07-11,09:17:00,2024-07-15,REDACTED,CT28,29371009680,10.399,GA,3.679,38.26,0,38.26,38.26,-4.5,UNL,"Unleaded Regular",REDACTED,REDACTED,"682 Queen St",Southington,CT,6489,CT28,NULL,CT28,CT,0,0,0,0,0,0,0
2024-07-16,09:16:00,2024-07-18,REDACTED,CT28,29428504980,12.473,GA,3.438,42.89,0,42.89,42.89,-5.4,UNL,"Unleaded Regular",REDACTED,REDACTED,"662 West St",Southington,CT,06489-2358,CT28,NULL,CT28,CT,0,0,0,0,0,0,0
2024-07-19,09:41:44,2024-07-22,REDACTED,CT28,29473055640,12.429,GA,3.558,44.23,0,44.23,44.23,-5.38,UNL,"Unleaded Regular",REDACTED,REDACTED,"561 W Main St",Meriden,CT,6451,CT28,NULL,CT28,CT,0,0,0,0,0,0,0
2024-07-23,09:56:00,2024-07-25,REDACTED,CT28,29525588030,13.267,GA,3.639,48.28,0,48.28,48.28,-5.75,UNL,"Unleaded Regular",REDACTED,REDACTED,"1100 E Main St",Meriden,CT,6450,CT28,NULL,CT28,CT,0,0,0,0,0,0,0
2024-07-29,09:13:00,2024-07-31,REDACTED,CT28,29597205970,11.709,GA,3.978,46.59,0,46.59,46.59,-5.07,UNL,"Unleaded Regular",REDACTED,REDACTED,"957 West St",Southington,CT,6489,CT28,NULL,CT28,CT,0,0,0,0,0,0,0
2024-08-02,11:07:00,2024-08-06,REDACTED,CT28,29656383010,14.81,GA,3.799,56.27,0,56.27,56.27,-6.41,UNL,"Unleaded Regular",REDACTED,REDACTED,"11 Marion Ave",Plantsville,CT,6479,CT28,NULL,CT28,CT,0,0,0,0,0,0,0
2024-08-07,08:28:00,2024-08-09,REDACTED,CT28,29708195860,12.465,GA,3.298,41.12,0,41.12,41.12,-5.4,UNL,"Unleaded Regular",REDACTED,REDACTED,"474 Queen St",Southington,CT,06489-1801,CT28,NULL,CT28,CT,0,0,0,0,0,0,0
2024-08-10,14:01:00,2024-08-13,REDACTED,CT28,29756053730,15.384,GA,3.499,53.83,0,53.83,53.83,-6.67,UNL,"Unleaded Regular",REDACTED,REDACTED,"398 Main St",Southington,CT,06489-4522,CT28,NULL,CT28,CT,0,0,1,0,0,0,0
2024-08-14,08:33:00,2024-08-16,REDACTED,CT28,29795618170,13.418,GA,3.598,48.29,0,48.29,48.29,-5.81,UNL,"Unleaded Regular",REDACTED,REDACTED,"682 Queen St",Southington,CT,6489,CT28,NULL,CT28,CT,0,0,0,0,0,0,0
2024-06-07,08:48:00,2024-06-11,REDACTED,CT29,28972103320,21.653,GA,3.339,72.3,0,72.3,72.3,-9.37,UNL,"Unleaded Regular",REDACTED,REDACTED,"110 Newtown Rd",Danbury,CT,6810,CT29,NULL,CT29,CT,0,0,0,0,0,0,0
2024-06-11,15:18:00,2024-06-13,REDACTED,CT29,29003728060,13.096,GA,3.298,43.2,0,43.2,43.2,-5.67,UNL,"Unleaded Regular",REDACTED,REDACTED,"282 White St",Danbury,CT,06810-6933,CT29,NULL,CT29,CT,0,0,0,0,0,0,0
2024-06-14,09:00:00,2024-06-18,REDACTED,CT29,29060529330,15.519,GA,3.299,51.2,0,51.2,51.2,-6.72,UNL,"Unleaded Regular",REDACTED,REDACTED,"110 Newtown Rd",Danbury,CT,6810,CT29,NULL,CT29,CT,0,0,0,0,0,0,0
2024-06-17,09:28:00,2024-06-19,REDACTED,CT29,29086680550,19.93,GA,3.299,65.75,0,65.75,65.75,-8.63,UNL,"Unleaded Regular",REDACTED,REDACTED,"110 Newtown Rd",Danbury,CT,6810,CT29,NULL,CT29,CT,0,0,0,0,0,0,0
2024-06-19,16:07:27,2024-06-21,REDACTED,CT29,29119869180,25.221,GA,3.259,82.2,0,82.2,82.2,-10.93,UNL,"Unleaded Regular",REDACTED,REDACTED,"131 Mount Pleasant Rd",Newtown,CT,06470-1438,CT29,NULL,CT29,CT,0,0,0,0,0,0,0
2024-06-24,10:21:00,2024-06-26,REDACTED,CT29,29164140080,25.135,GA,3.898,98,0,98,98,-10.88,UNL,"Unleaded Regular",REDACTED,REDACTED,"111 Mill Plain Rd",Danbury,CT,6811,CT29,NULL,CT29,CT,0,0,0,0,0,0,0
2024-06-26,15:55:20,2024-06-28,REDACTED,CT29,29208757080,21.22,GA,3.298,70,0,70,70,-9.19,UNL,"Unleaded Regular",REDACTED,REDACTED,"131 Mount Pleasant Rd",Newtown,CT,06470-1438,CT29,NULL,CT29,CT,0,0,0,0,0,0,0
2024-07-05,09:15:00,2024-07-09,REDACTED,CT29,29310379720,11.153,GA,3.399,37.91,0,37.91,37.91,-4.83,UNL,"Unleaded Regular",REDACTED,REDACTED,"110 Newtown Rd",Danbury,CT,6810,CT29,NULL,CT29,CT,0,0,0,0,0,0,0
2024-07-09,08:56:00,2024-07-11,REDACTED,CT29,29349544100,19.046,GA,3.439,65.5,0,65.5,65.5,-8.25,UNL,"Unleaded Regular",REDACTED,REDACTED,"110 Newtown Rd",Danbury,CT,6810,CT29,NULL,CT29,CT,0,0,0,0,0,0,0
2024-07-10,15:13:00,2024-07-12,REDACTED,CT29,29354850590,18.35,GA,3.378,62,0,62,62,-7.95,UNL,"Unleaded Regular",REDACTED,REDACTED,"282 White St",Danbury,CT,06810-6933,CT29,NULL,CT29,CT,0,0,0,0,0,0,0
2024-07-12,17:06:00,2024-07-16,REDACTED,CT29,29387493880,26.165,GA,3.458,90.5,0,90.5,90.5,-11.33,UNL,"Unleaded Regular",REDACTED,REDACTED,"469 Rubber Ave",Naugatuck,CT,06770-3715,CT29,NULL,CT29,CT,0,0,0,0,0,0,0
2024-07-17,10:31:00,2024-07-19,REDACTED,CT29,29443714540,24.624,GA,3.899,96.01,0,96.01,96.01,-10.67,UNL,"Unleaded Regular",REDACTED,REDACTED,"464 N Main St",Danbury,CT,06811-5531,CT29,NULL,CT29,CT,0,0,0,0,0,0,0
2024-07-19,15:38:00,2024-07-23,REDACTED,CT29,29480566460,25.93,GA,4.399,114.08,0,114.08,114.08,-17.79,UNL,"Unleaded Regular",REDACTED,REDACTED,"870 Route 35","Cross River",NY,10518-1106,CT29,NULL,CT29,CT,0,0,0,0,0,1,0
2024-07-23,08:57:00,2024-07-25,REDACTED,CT29,29527462850,18.943,GA,3.379,64.01,0,64.01,64.01,-8.21,UNL,"Unleaded Regular",REDACTED,REDACTED,"110 Newtown Rd",Danbury,CT,6810,CT29,NULL,CT29,CT,0,0,0,0,0,0,0
2024-07-25,08:37:00,2024-07-29,REDACTED,CT29,29558794760,20.839,GA,3.359,70,0,70,70,-9.02,UNL,"Unleaded Regular",REDACTED,REDACTED,"110 Newtown Rd",Danbury,CT,6810,CT29,NULL,CT29,CT,0,0,0,0,0,0,0
2024-08-01,09:22:00,2024-08-05,REDACTED,CT29,29645414270,20.006,GA,3.299,66,0,66,66,-8.66,UNL,"Unleaded Regular",REDACTED,REDACTED,"110 Newtown Rd",Danbury,CT,6810,CT29,NULL,CT29,CT,0,0,0,0,0,0,0
2024-08-02,13:09:00,2024-08-06,REDACTED,CT29,29648191270,17.945,GA,3.399,61,0,61,61,-7.77,UNL,"Unleaded Regular",REDACTED,REDACTED,"1520 Wolcott Rd",Wolcott,CT,06716-1327,CT29,NULL,CT29,CT,0,0,0,0,0,0,0
2024-08-05,08:53:00,2024-08-07,REDACTED,CT29,29687732800,13.194,GA,3.259,43,0,43,43,-5.71,UNL,"Unleaded Regular",REDACTED,REDACTED,"110 Newtown Rd",Danbury,CT,6810,CT29,NULL,CT29,CT,0,0,0,0,0,0,0
2024-08-07,10:49:00,2024-08-09,REDACTED,CT29,29708815940,26.253,GA,3.778,99.21,0,99.21,99.21,-17.39,UNL,"Unleaded Regular",REDACTED,REDACTED,"2035 Saw Mill River Rd","Yorktown Heights",NY,10598,CT29,NULL,CT29,CT,0,0,0,0,0,0,0
2024-08-09,08:43:00,2024-08-13,REDACTED,CT29,29748758660,15.741,GA,3.259,51.3,0,51.3,51.3,-6.82,UNL,"Unleaded Regular",REDACTED,REDACTED,"110 Newtown Rd",Danbury,CT,6810,CT29,NULL,CT29,CT,0,0,0,0,0,0,0
2024-08-13,09:00:00,2024-08-15,REDACTED,CT29,29790589100,19.729,GA,3.259,64.3,0,64.3,64.3,-8.54,UNL,"Unleaded Regular",REDACTED,REDACTED,"110 Newtown Rd",Danbury,CT,6810,CT29,NULL,CT29,CT,0,0,0,0,0,0,0
2024-06-07,06:09:00,2024-06-11,REDACTED,CT30,28970082490,16.292,GA,3.499,57.01,0,57.01,57.01,-7.05,UNL,"Unleaded Regular",REDACTED,REDACTED,"124 Putnam Park Rd",Bethel,CT,6801,CT30,NULL,CT30,CT,0,0,0,0,1,0,0
2024-06-10,06:02:00,2024-06-12,REDACTED,CT30,28995659580,10.432,GA,3.498,36.5,0,36.5,36.5,-4.52,UNL,"Unleaded Regular",REDACTED,REDACTED,"124 Putnam Park Rd",Bethel,CT,6801,CT30,NULL,CT30,CT,0,0,0,0,1,0,0
2024-06-12,06:05:00,2024-06-14,REDACTED,CT30,29026944830,20.005,GA,3.449,69,0,69,69,-8.66,UNL,"Unleaded Regular",REDACTED,REDACTED,"124 Putnam Park Rd",Bethel,CT,6801,CT30,NULL,CT30,CT,0,0,0,0,1,0,0
2024-06-14,06:08:00,2024-06-18,REDACTED,CT30,29058432480,20.005,GA,3.449,69,0,69,69,-8.66,UNL,"Unleaded Regular",REDACTED,REDACTED,"124 Putnam Park Rd",Bethel,CT,6801,CT30,NULL,CT30,CT,0,0,0,0,1,0,0
2024-06-18,06:02:00,2024-06-20,REDACTED,CT30,29100879040,19.138,GA,3.449,66.01,0,66.01,66.01,-8.28,UNL,"Unleaded Regular",REDACTED,REDACTED,"124 Putnam Park Rd",Bethel,CT,6801,CT30,NULL,CT30,CT,0,0,0,0,1,0,0
2024-06-19,06:08:00,2024-06-21,REDACTED,CT30,29115426520,11.598,GA,3.448,40,0,40,40,-5.02,UNL,"Unleaded Regular",REDACTED,REDACTED,"124 Putnam Park Rd",Bethel,CT,6801,CT30,NULL,CT30,CT,0,0,0,0,1,0,0
2024-06-21,06:18:00,2024-06-25,REDACTED,CT30,29151923150,20.009,GA,3.598,72.01,0,72.01,72.01,-8.66,UNL,"Unleaded Regular",REDACTED,REDACTED,"112 Newtown Rd",Danbury,CT,6810,CT30,NULL,CT30,CT,0,0,0,0,1,0,0
2024-06-25,06:07:00,2024-06-27,REDACTED,CT30,29187929430,17.975,GA,3.449,62,0,62,62,-7.78,UNL,"Unleaded Regular",REDACTED,REDACTED,"124 Putnam Park Rd",Bethel,CT,6801,CT30,NULL,CT30,CT,0,0,0,0,1,0,0
2024-06-27,06:06:00,2024-07-01,REDACTED,CT30,29220278970,10.872,GA,3.449,37.5,0,37.5,37.5,-4.71,UNL,"Unleaded Regular",REDACTED,REDACTED,"124 Putnam Park Rd",Bethel,CT,6801,CT30,NULL,CT30,CT,0,0,0,0,1,0,0
2024-06-30,10:45:00,2024-07-02,REDACTED,CT30,29250913830,20.423,GA,3.379,69.01,0,69.01,69.01,-8.85,UNL,"Unleaded Regular",REDACTED,REDACTED,"110 Newtown Rd",Danbury,CT,6810,CT30,NULL,CT30,CT,0,0,1,0,0,0,0
2024-07-01,06:09:00,2024-07-03,REDACTED,CT30,29260957730,14.786,GA,3.449,51,0,51,51,-6.41,UNL,"Unleaded Regular",REDACTED,REDACTED,"124 Putnam Park Rd",Bethel,CT,6801,CT30,NULL,CT30,CT,0,0,0,0,1,0,0
2024-07-03,06:04:00,2024-07-05,REDACTED,CT30,29291677120,19.435,GA,3.498,68,0,68,68,-8.42,UNL,"Unleaded Regular",REDACTED,REDACTED,"124 Putnam Park Rd",Bethel,CT,6801,CT30,NULL,CT30,CT,0,0,0,0,1,0,0
2024-07-08,16:19:00,2024-07-10,REDACTED,CT30,29331777190,16.85,GA,3.548,59.8,0,59.8,59.8,-7.29,UNL,"Unleaded Regular",REDACTED,REDACTED,"124 Putnam Park Rd",Bethel,CT,6801,CT30,NULL,CT30,CT,0,0,0,0,0,0,0
2024-07-10,06:51:00,2024-07-12,REDACTED,CT30,29365636690,12.358,GA,3.439,42.5,0,42.5,42.5,-5.35,UNL,"Unleaded Regular",REDACTED,REDACTED,"110 Newtown Rd",Danbury,CT,6810,CT30,NULL,CT30,CT,0,0,0,0,0,0,0
2024-07-11,13:14:00,2024-07-15,REDACTED,CT30,29381547830,15.266,GA,3.439,52.5,0,52.5,52.5,-6.61,UNL,"Unleaded Regular",REDACTED,REDACTED,"110 Newtown Rd",Danbury,CT,6810,CT30,NULL,CT30,CT,0,0,0,0,0,0,0
2024-07-15,06:10:00,2024-07-17,REDACTED,CT30,29420938590,13.807,GA,3.548,49,0,49,49,-5.98,UNL,"Unleaded Regular",REDACTED,REDACTED,"124 Putnam Park Rd",Bethel,CT,6801,CT30,NULL,CT30,CT,0,0,0,0,1,0,0
